,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
14867,24,Private,42401,Bachelors,13,Single,Sales,Not in family,White,Male,0,0,47,United States,<=50K
14868,42,Private,322385,Associate vocational,11,Married civilian,Machine inspectors,Husband,White,Male,2407,0,40,United States,<=50K
14869,53,State government,123011,Masters,14,Married civilian,Managerial,Husband,White,Male,0,0,60,United States,>50K
14870,35,Private,210945,High school graduate,9,Married civilian,Handlers,Husband,White,Male,0,0,50,United States,<=50K
14871,36,Local government,130620,High school graduate,9,Married civilian,Administrative,Wife,Asian-Pac-Islander,Female,0,0,40,China,>50K
14872,26,Private,248990,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,Mexico,<=50K
14873,33,Private,132705,9th,5,Separated,Administrative,Not in family,White,Male,0,0,48,United States,<=50K
14874,29,Private,94892,College,10,Married civilian,Professional,Husband,White,Male,0,0,40,United States,<=50K
14875,43,Private,141858,11th,7,Married civilian,Handlers,Husband,White,Male,0,0,40,United States,<=50K
14876,35,Private,81232,Bachelors,13,Married civilian,Sales,Husband,White,Male,15024,0,50,United States,>50K
14877,48,Private,114561,Bachelors,13,Married spouse absent,Professional,Relative,Asian-Pac-Islander,Female,0,0,36,Philippines,>50K
14878,45,Local government,191776,Masters,14,Divorced,Professional,Not in family,White,Female,0,0,40,United States,<=50K
14879,43,Private,128354,High school graduate,9,Divorced,Managerial,Not in family,White,Female,0,0,40,United States,<=50K
14880,27,Private,37088,9th,5,Single,Service,Child,White,Male,0,0,30,United States,<=50K
14881,21,Private,414812,7th-8th,4,Single,Craft and repair,Child,White,Male,0,0,40,United States,<=50K
14882,39,Private,33983,College,10,Married civilian,Administrative,Husband,White,Male,15024,0,40,United States,>50K
14883,52,Self employed,194995,Bachelors,13,Married civilian,Sales,Husband,White,Male,15024,0,55,United States,>50K
14884,41,Self employed,73431,Bachelors,13,Widowed,Professional,Single,White,Female,0,0,40,United States,<=50K
14885,48,Private,155664,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,7688,0,70,United States,>50K
14886,53,State government,281074,High school graduate,9,Divorced,Managerial,Not in family,White,Male,0,1092,40,United States,<=50K
14887,33,Local government,248346,Associate academic,12,Married civilian,Craft and repair,Husband,White,Male,0,0,50,United States,<=50K
14888,37,Private,167482,10th,6,Single,Craft and repair,Child,White,Male,0,0,35,United States,<=50K
14889,43,Federal government,211763,Doctorate,16,Separated,Professional,Single,Black,Female,0,0,24,United States,>50K
14890,20,Private,122166,College,10,Single,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
14891,47,Private,370119,Professional school degree,15,Married civilian,Professional,Husband,White,Male,0,0,50,United States,>50K
14892,36,Self employed,138940,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,0,0,70,United States,<=50K
14893,41,Private,174575,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,1887,45,United States,>50K
14894,67,Private,101132,7th-8th,4,Married civilian,Craft and repair,Husband,White,Male,1797,0,40,United States,<=50K
14895,38,Private,292307,Bachelors,13,Married spouse absent,Craft and repair,Not in family,Black,Male,0,0,40,Dominican Republic,<=50K
14896,47,Self employed,248776,Masters,14,Single,Managerial,Not in family,Black,Male,0,0,25,United States,<=50K
14897,39,Private,314007,Associate vocational,11,Married civilian,Tech support,Husband,White,Male,0,0,40,United States,<=50K
14899,36,Private,76845,High school graduate,9,Single,Service,Child,Black,Male,0,0,35,United States,<=50K
14900,24,Private,148320,College,10,Married civilian,Administrative,Husband,Black,Male,0,0,40,United States,<=50K
14901,50,Self employed,54261,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,0,0,84,United States,<=50K
14902,21,Private,223352,High school graduate,9,Single,Service,Not in family,White,Female,1055,0,30,United States,<=50K
14903,21,Private,211013,9th,5,Single,Service,Child,White,Female,0,0,50,Mexico,<=50K
14904,40,Private,209833,High school graduate,9,Single,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
14905,19,Private,356272,College,10,Single,Administrative,Not in family,White,Female,0,0,25,United States,<=50K
14906,38,Private,143538,High school graduate,9,Single,Machine inspectors,Not in family,White,Female,0,0,40,United States,<=50K
14907,34,Private,242960,Associate vocational,11,Married civilian,Craft and repair,Husband,White,Male,0,0,50,United States,<=50K
14908,44,Local government,263871,College,10,Divorced,Managerial,Not in family,White,Male,0,0,50,United States,<=50K
14909,20,Private,151105,Associate academic,12,Single,Sales,Child,White,Female,0,0,25,United States,<=50K
14910,44,Private,207685,High school graduate,9,Single,Managerial,Not in family,White,Male,0,1564,55,England,>50K
14911,49,Local government,46537,High school graduate,9,Divorced,Administrative,Not in family,White,Female,594,0,10,United States,<=50K
14912,45,Self employed,84324,Associate academic,12,Married civilian,Professional,Husband,White,Male,0,0,50,United States,>50K
14913,24,Private,224716,High school graduate,9,Single,Craft and repair,Child,White,Male,0,0,40,United States,<=50K
14914,34,Private,186269,High school graduate,9,Divorced,Administrative,Child,White,Male,0,0,40,United States,<=50K
14915,58,Self employed,143731,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,0,72,United States,>50K
14916,39,Private,236391,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,45,United States,<=50K
14917,22,Private,54560,High school graduate,9,Single,Service,Child,White,Male,0,0,40,United States,<=50K
14918,38,Private,266325,Bachelors,13,Married civilian,Professional,Wife,White,Female,0,0,32,United States,>50K
14919,32,Federal government,42900,Professional school degree,15,Married civilian,Professional,Husband,White,Male,15024,0,50,United States,>50K
14920,45,State government,183710,High school graduate,9,Divorced,Transport,Not in family,White,Male,0,0,48,United States,<=50K
14921,23,Private,278254,High school graduate,9,Married civilian,Machine inspectors,Husband,Black,Male,0,0,45,United States,<=50K
14922,35,Private,119992,Associate academic,12,Married civilian,Craft and repair,Husband,White,Male,0,0,45,United States,<=50K
14923,52,Private,284329,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,45,United States,>50K
14924,55,Private,368727,College,10,Divorced,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
14925,23,Private,353696,High school graduate,9,Single,Agricultural,Child,White,Male,0,0,40,United States,<=50K
14926,22,Private,31387,Bachelors,13,Married civilian,Administrative,Child,Amer-Indian-Eskimo,Female,2885,0,25,United States,<=50K
14927,27,Private,110931,High school graduate,9,Married civilian,Administrative,Husband,White,Male,0,0,40,United States,<=50K
14928,24,Private,169532,Associate academic,12,Single,Administrative,Child,White,Female,0,0,15,United States,<=50K
14929,21,Private,285522,College,10,Single,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
14930,49,Private,198774,Bachelors,13,Divorced,Sales,Relative,White,Female,0,0,35,United States,<=50K
14931,32,Private,123291,12th,8,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
14932,64,Private,146110,College,10,Widowed,Service,Single,White,Female,0,0,24,United States,<=50K
14933,37,Self employed,29814,High school graduate,9,Single,Agricultural,Single,White,Male,0,0,50,United States,<=50K
14934,61,Private,195595,7th-8th,4,Married spouse absent,Machine inspectors,Not in family,White,Male,0,0,40,Guatemala,<=50K
14935,44,Private,92649,High school graduate,9,Married civilian,Craft and repair,Wife,White,Female,0,0,40,United States,>50K
14936,53,Private,290688,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,52,United States,>50K
14937,43,Private,427382,Masters,14,Single,Professional,Not in family,White,Male,0,0,50,United States,>50K
14938,60,State government,234854,Doctorate,16,Married civilian,Professional,Husband,White,Male,0,1902,40,United States,>50K
14939,23,Private,276568,College,10,Single,Sales,Child,White,Female,0,0,40,United States,<=50K
14940,25,Private,250038,Masters,14,Married civilian,Machine inspectors,Not in family,White,Male,0,0,40,Mexico,<=50K
14941,29,Private,150861,High school graduate,9,Single,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
14942,51,Private,87205,Bachelors,13,Divorced,Professional,Single,White,Female,0,0,55,England,<=50K
14943,47,Private,343579,1st-4th,2,Married spouse absent,Agricultural,Not in family,White,Male,0,0,12,Mexico,<=50K
14944,20,Private,94401,High school graduate,9,Single,Managerial,Single,White,Female,0,0,40,United States,<=50K
14945,25,Private,120238,11th,7,Married civilian,Transport,Husband,White,Male,5178,0,40,Poland,>50K
14946,27,Private,205440,10th,6,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
14947,23,Private,198996,High school graduate,9,Single,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
14948,18,Private,294253,High school graduate,9,Single,Service,Child,White,Female,0,0,27,United States,<=50K
14949,23,Private,256628,7th-8th,4,Married civilian,Transport,Husband,White,Male,0,0,32,United States,<=50K
14950,59,Self employed,223131,High school graduate,9,Divorced,Managerial,Not in family,White,Male,0,0,60,United States,<=50K
14951,46,Private,207301,High school graduate,9,Single,Administrative,Not in family,White,Female,0,0,37,United States,<=50K
14952,46,Local government,125457,Masters,14,Married civilian,Professional,Husband,Black,Male,0,0,38,United States,>50K
14953,36,Local government,212856,11th,7,Single,Service,Single,White,Female,0,0,23,United States,<=50K
14954,44,Private,197389,High school graduate,9,Married spouse absent,Machine inspectors,Single,White,Female,0,0,40,United States,<=50K
14955,17,Private,73338,11th,7,Single,Sales,Child,White,Male,0,0,20,United States,<=50K
14956,27,Private,68037,College,10,Single,Managerial,Not in family,White,Male,0,0,45,United States,<=50K
14957,32,Private,185027,College,10,Married civilian,Sales,Husband,White,Male,0,0,40,United States,>50K
14958,53,Private,107123,High school graduate,9,Divorced,Service,Not in family,Black,Male,0,0,40,United States,<=50K
14959,22,Private,109482,College,10,Single,Professional,Child,White,Male,0,0,98,United States,<=50K
14960,30,Private,174543,Associate academic,12,Single,Professional,Child,White,Female,0,0,40,United States,<=50K
14961,47,Self employed,208407,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,2002,30,United States,<=50K
14962,68,Self employed,211584,College,10,Married civilian,Sales,Husband,White,Male,0,0,40,United States,>50K
14963,39,Private,108540,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,0,40,United States,<=50K
14964,22,Private,202416,Bachelors,13,Single,Administrative,Child,White,Female,0,0,40,United States,<=50K
14965,20,Private,176178,High school graduate,9,Single,Sales,Child,White,Female,0,0,35,United States,<=50K
14966,21,Private,265148,High school graduate,9,Single,Handlers,Relative,White,Male,0,0,38,Jamaica,<=50K
14968,30,Self employed,303692,High school graduate,9,Married civilian,Managerial,Husband,White,Male,0,0,75,United States,<=50K
14969,25,Private,135845,College,10,Single,Administrative,Child,White,Female,0,0,40,United States,<=50K
14970,23,State government,199915,High school graduate,9,Single,Service,Child,White,Female,0,0,21,United States,<=50K
14971,40,State government,150533,Bachelors,13,Married civilian,Professional,Relative,White,Male,0,0,40,United States,<=50K
14972,26,Federal government,85482,High school graduate,9,Single,Administrative,Not in family,Asian-Pac-Islander,Male,0,0,40,United States,<=50K
14973,57,Self employed,24473,Associate vocational,11,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
14974,36,Private,272944,Associate vocational,11,Married civilian,Managerial,Husband,White,Male,0,0,60,United States,>50K
14975,49,State government,194895,Bachelors,13,Divorced,Professional,Not in family,White,Male,0,0,40,United States,<=50K
14976,58,Private,314153,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
14977,32,Private,176253,College,10,Divorced,Managerial,Not in family,Black,Male,0,0,40,United States,<=50K
14978,59,Private,113959,High school graduate,9,Married civilian,Administrative,Husband,White,Male,0,0,45,United States,>50K
14979,42,State government,167581,Bachelors,13,Single,Administrative,Relative,White,Female,0,0,40,United States,<=50K
14980,37,Private,79586,Bachelors,13,Married civilian,Managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Iran,<=50K
14981,40,Private,166662,Professional school degree,15,Married civilian,Professional,Husband,White,Male,15024,0,45,United States,>50K
14982,47,Private,72896,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,40,United States,<=50K
14983,56,Private,345730,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,0,45,United States,>50K
14984,30,Private,302473,High school graduate,9,Single,Administrative,Child,White,Female,0,0,40,United States,<=50K
14985,42,Private,42346,High school graduate,9,Widowed,Managerial,Not in family,Black,Female,0,0,35,United States,<=50K
14986,21,Private,243921,High school graduate,9,Single,Service,Child,White,Male,0,0,40,United States,<=50K
14987,21,Private,131620,High school graduate,9,Married spouse absent,Machine inspectors,Child,White,Female,0,0,40,Dominican Republic,<=50K
14988,47,Private,158924,High school graduate,9,Married civilian,Tech support,Wife,White,Female,0,0,40,United States,<=50K
14989,22,Self employed,32921,College,10,Single,Agricultural,Child,White,Male,0,0,20,United States,<=50K
14990,35,Private,252897,Associate academic,12,Single,Administrative,Not in family,White,Female,14344,0,40,United States,>50K
14991,41,Private,155657,11th,7,Single,Handlers,Relative,Black,Female,0,0,40,United States,<=50K
14992,43,Federal government,155106,Bachelors,13,Married civilian,Handlers,Husband,White,Male,0,0,53,United States,<=50K
14993,60,Private,82775,College,10,Married civilian,Sales,Husband,White,Male,0,0,55,United States,<=50K
14994,73,Private,26248,7th-8th,4,Married civilian,Sales,Husband,White,Male,0,0,30,United States,>50K
14995,90,Private,88991,Bachelors,13,Married civilian,Managerial,Wife,White,Female,0,0,40,England,>50K
14996,62,Federal government,125155,High school graduate,9,Married civilian,Administrative,Husband,White,Male,0,0,38,United States,<=50K
14997,28,Private,218039,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
14998,45,Private,53524,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
14999,19,Private,259352,High school graduate,9,Single,Sales,Not in family,White,Male,0,0,45,United States,<=50K
15000,30,Private,296453,High school graduate,9,Single,Craft and repair,Not in family,White,Male,0,0,35,United States,<=50K
15001,19,Private,278915,12th,8,Single,Handlers,Child,Black,Female,0,0,52,United States,<=50K
15002,23,Private,565313,College,10,Single,Service,Child,Black,Male,2202,0,80,United States,<=50K
15003,22,Federal government,274103,Bachelors,13,Single,Professional,Child,White,Male,0,0,10,United States,<=50K
15004,19,Private,271118,High school graduate,9,Single,Administrative,Child,White,Female,0,0,28,United States,<=50K
15005,45,Federal government,207107,Associate academic,12,Divorced,Administrative,Single,Asian-Pac-Islander,Male,0,2080,40,Philippines,<=50K
15006,26,Local government,138597,High school graduate,9,Single,Service,Single,Black,Female,0,0,25,United States,<=50K
15007,42,Local government,180985,10th,6,Married civilian,Handlers,Husband,White,Male,99999,0,40,United States,>50K
15008,62,Self employed,159939,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,0,0,35,United States,<=50K
15009,61,Private,110920,10th,6,Married civilian,Sales,Husband,White,Male,0,0,40,United States,<=50K
15010,34,Private,34862,Bachelors,13,Divorced,Sales,Not in family,Amer-Indian-Eskimo,Male,0,1564,60,United States,>50K
15011,22,Local government,163205,High school graduate,9,Single,Service,Child,White,Female,0,0,53,United States,<=50K
15012,56,Private,110003,Masters,14,Married civilian,Professional,Husband,White,Male,0,0,40,United States,>50K
15013,32,Private,229051,College,10,Married civilian,Professional,Husband,White,Male,0,0,40,United States,<=50K
15014,26,Private,211596,High school graduate,9,Divorced,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
15015,32,Private,48458,High school graduate,9,Single,Sales,Child,Black,Female,0,1669,45,United States,<=50K
15016,58,Private,201393,Associate academic,12,Divorced,Administrative,Not in family,White,Male,0,1876,40,United States,<=50K
15017,25,Self employed,136450,Associate academic,12,Married civilian,Administrative,Wife,White,Female,0,0,35,United States,>50K
15018,23,Private,193586,College,10,Single,Administrative,Child,White,Female,0,0,25,United States,<=50K
15019,23,Private,91189,College,10,Married civilian,Tech support,Husband,White,Male,0,0,40,United States,<=50K
15020,54,Private,227832,College,10,Married civilian,Administrative,Husband,White,Male,0,0,40,United States,<=50K
15021,28,Private,271936,College,10,Single,Managerial,Not in family,White,Female,0,0,35,United States,<=50K
15022,35,Private,61343,Bachelors,13,Married civilian,Sales,Husband,White,Male,0,0,40,United States,>50K
15023,30,Private,157778,College,10,Married civilian,Professional,Husband,White,Male,0,0,25,United States,>50K
15024,23,Private,201680,12th,8,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
15025,42,Private,228320,College,10,Married civilian,Tech support,Husband,White,Male,0,0,50,United States,>50K
15026,72,Private,33404,10th,6,Widowed,Administrative,Not in family,White,Female,0,0,20,United States,<=50K
15027,21,Private,103205,High school graduate,9,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
15028,37,Private,279029,Bachelors,13,Single,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
15029,54,Private,213092,High school graduate,9,Divorced,Service,Not in family,White,Female,0,0,40,United States,<=50K
15030,58,Private,126104,Masters,14,Divorced,Administrative,Not in family,White,Female,0,1980,45,United States,<=50K
15031,32,Private,119124,Bachelors,13,Single,Professional,Child,White,Male,0,0,40,United States,<=50K
15032,65,Private,31924,College,10,Widowed,Administrative,Not in family,White,Female,0,0,15,United States,<=50K
15035,65,Private,185001,10th,6,Widowed,Sales,Not in family,White,Female,0,0,20,United States,<=50K
15036,33,Self employed,34102,High school graduate,9,Single,Service,Not in family,White,Female,0,0,35,United States,<=50K
15037,35,Private,115214,High school graduate,9,Single,Machine inspectors,Single,White,Male,6497,0,65,United States,<=50K
15038,27,Private,289484,College,10,Single,Administrative,Child,White,Female,0,0,40,United States,<=50K
15039,34,State government,287908,High school graduate,9,Single,Service,Child,Black,Male,0,0,42,United States,<=50K
15040,53,Self employed,158284,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,0,70,United States,<=50K
15041,23,Private,60668,10th,6,Married civilian,Craft and repair,Husband,White,Male,0,0,40,Portugal,<=50K
15042,43,State government,222978,Doctorate,16,Separated,Professional,Single,White,Female,0,0,40,United States,>50K
15043,58,Private,244605,Associate vocational,11,Married civilian,Managerial,Husband,White,Male,3908,0,40,United States,<=50K
15044,38,Private,150601,10th,6,Separated,Administrative,Single,White,Male,0,3770,40,United States,<=50K
15045,26,Private,199143,High school graduate,9,Married civilian,Handlers,Husband,White,Male,0,0,50,United States,<=50K
15046,60,Private,131681,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,50,United States,>50K
15047,28,Private,346406,High school graduate,9,Married civilian,Machine inspectors,Husband,White,Male,0,1672,50,United States,<=50K
15048,33,Federal government,391122,High school graduate,9,Single,Administrative,Child,White,Female,0,0,30,United States,<=50K
15049,29,Local government,280344,College,10,Married civilian,Transport,Husband,White,Male,0,0,40,United States,<=50K
15050,54,State government,188809,Doctorate,16,Single,Managerial,Not in family,White,Female,0,0,50,United States,>50K
15051,41,Private,277488,7th-8th,4,Married civilian,Agricultural,Husband,White,Male,0,0,36,United States,<=50K
15052,63,Self employed,181561,College,10,Divorced,Managerial,Not in family,White,Male,0,0,50,United States,<=50K
15053,31,Private,158545,High school graduate,9,Married civilian,Administrative,Wife,White,Female,0,0,27,United States,<=50K
15054,23,Private,313573,Bachelors,13,Single,Sales,Child,Black,Female,0,0,25,United States,<=50K
15056,41,Private,268183,Professional school degree,15,Married civilian,Professional,Husband,White,Male,0,0,45,United States,>50K
15057,51,Private,392286,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,40,United States,>50K
15058,59,Private,233312,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
15059,23,Private,520231,College,10,Single,Professional,Not in family,White,Female,0,0,45,United States,<=50K
15060,24,Self employed,186831,College,10,Single,Managerial,Not in family,Black,Male,0,0,45,United States,<=50K
15061,67,Self employed,141085,High school graduate,9,Divorced,Professional,Not in family,White,Female,0,0,20,United States,<=50K
15062,47,Local government,198660,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,0,40,United States,>50K
15063,21,Private,409230,High school graduate,9,Single,Craft and repair,Not in family,White,Male,0,0,40,Guatemala,<=50K
15064,38,Private,376025,7th-8th,4,Married civilian,Agricultural,Husband,White,Male,0,0,40,United States,<=50K
15065,55,Private,80167,Bachelors,13,Divorced,Professional,Single,White,Female,0,0,40,United States,<=50K
15066,39,Private,99357,Masters,14,Divorced,Professional,Child,White,Female,1506,0,40,United States,<=50K
15067,24,Private,82847,High school graduate,9,Separated,Service,Single,White,Female,0,0,50,Portugal,>50K
15068,24,Private,22201,High school graduate,9,Married civilian,Protective services,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K
15069,38,Private,275223,College,10,Married civilian,Sales,Husband,White,Male,7298,0,40,United States,>50K
15070,19,Private,117595,High school graduate,9,Single,Service,Child,White,Male,0,0,24,United States,<=50K
15071,32,Private,207668,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,50,United States,<=50K
15072,63,Self employed,179981,College,10,Married civilian,Managerial,Husband,White,Male,0,0,60,United States,>50K
15073,18,Private,192583,College,10,Single,Sales,Not in family,White,Female,0,0,30,United States,<=50K
15074,36,Private,66304,College,10,Married civilian,Transport,Husband,White,Male,0,0,45,United States,<=50K
15075,41,Private,200671,Bachelors,13,Divorced,Transport,Child,Black,Male,6497,0,40,United States,<=50K
15076,57,Private,32365,College,10,Single,Protective services,Not in family,White,Male,0,0,40,United States,<=50K
15077,48,Private,28497,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
15078,44,Private,222978,High school graduate,9,Divorced,Sales,Not in family,White,Female,0,1504,40,United States,<=50K
15079,25,Private,160261,College,10,Single,Managerial,Child,Asian-Pac-Islander,Male,0,0,40,China,<=50K
15080,48,Private,120724,12th,8,Married civilian,Managerial,Husband,White,Male,0,0,50,United States,<=50K
15081,20,Private,91733,College,10,Single,Sales,Child,White,Female,0,0,8,United States,<=50K
15082,74,Self employed,146929,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,0,55,United States,<=50K
15083,44,Private,205706,High school graduate,9,Single,Managerial,Not in family,White,Female,0,0,40,United States,<=50K
15084,26,Private,181666,College,10,Married civilian,Machine inspectors,Wife,White,Female,0,0,40,United States,<=50K
15085,54,Local government,279452,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,0,0,40,United States,<=50K
15086,39,Private,207568,High school graduate,9,Married civilian,Handlers,Husband,White,Male,0,0,48,United States,>50K
15087,38,Private,22494,College,10,Divorced,Administrative,Not in family,White,Female,7443,0,40,United States,<=50K
15088,18,Private,210026,10th,6,Single,Service,Relative,White,Female,0,0,40,United States,<=50K
15090,24,Private,109869,College,10,Single,Service,Child,White,Male,0,0,40,United States,<=50K
15091,19,Self employed,285263,9th,5,Single,Professional,Not in family,White,Male,0,0,35,Mexico,<=50K
15092,28,Private,192588,High school graduate,9,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
15093,28,Private,232945,High school graduate,9,Separated,Handlers,Not in family,Other,Male,0,0,30,United States,<=50K
15094,49,Local government,31339,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
15095,50,Private,305147,Bachelors,13,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
15096,63,Private,188914,High school graduate,9,Widowed,Machine inspectors,Relative,Black,Female,0,0,40,Haiti,<=50K
15097,58,Self employed,141165,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,0,0,50,United States,<=50K
15098,68,Self employed,136218,High school graduate,9,Widowed,Service,Single,White,Female,0,0,15,United States,<=50K
15099,41,Federal government,371382,College,10,Married civilian,Managerial,Husband,Black,Male,0,0,40,United States,>50K
15100,27,Private,221366,College,10,Married civilian,Professional,Husband,White,Male,3103,0,50,United States,>50K
15101,24,Private,403671,Bachelors,13,Single,Professional,Not in family,White,Male,0,0,40,United States,<=50K
15102,50,Private,193871,Bachelors,13,Divorced,Managerial,Single,White,Female,0,0,40,United States,<=50K
15103,47,Private,306183,College,10,Divorced,Service,Child,White,Female,0,0,44,United States,<=50K
15104,54,Private,124194,High school graduate,9,Widowed,Service,Single,White,Female,0,0,40,United States,<=50K
15105,28,Private,69847,Bachelors,13,Single,Administrative,Child,Asian-Pac-Islander,Female,0,0,30,United States,<=50K
15106,26,State government,169323,Masters,14,Single,Professional,Not in family,White,Female,0,0,40,United States,<=50K
15107,35,State government,172327,Bachelors,13,Separated,Managerial,Not in family,White,Male,0,0,42,United States,<=50K
15108,48,Private,118889,High school graduate,9,Married civilian,Sales,Husband,White,Male,2885,0,15,United States,<=50K
15109,50,Private,166220,Associate academic,12,Married civilian,Sales,Wife,White,Female,3942,0,40,United States,<=50K
15110,39,Private,186420,High school graduate,9,Divorced,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
15111,46,Private,192779,Bachelors,13,Single,Sales,Not in family,White,Male,0,0,45,United States,>50K
15112,41,Private,105616,College,10,Widowed,Administrative,Single,Black,Female,0,0,48,United States,<=50K
15113,24,Private,141113,7th-8th,4,Married civilian,Sales,Husband,White,Male,2580,0,40,United States,<=50K
15114,57,Private,160275,High school graduate,9,Divorced,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
15115,32,Private,164507,High school graduate,9,Single,Handlers,Not in family,White,Male,0,0,40,Columbia,<=50K
15116,41,Private,207578,Associate academic,12,Married civilian,Managerial,Husband,Black,Male,0,0,50,India,>50K
15117,55,Private,314592,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
15118,69,Private,159522,7th-8th,4,Divorced,Machine inspectors,Single,Black,Female,2964,0,40,United States,<=50K
15119,22,Private,112130,High school graduate,9,Single,Service,Not in family,Black,Female,0,0,40,United States,<=50K
15120,45,Private,192835,High school graduate,9,Married civilian,Service,Husband,White,Male,3942,0,40,United States,<=50K
15121,33,Private,206280,High school graduate,9,Single,Administrative,Not in family,Black,Male,0,0,40,United States,<=50K
15122,57,Private,308861,College,10,Separated,Sales,Not in family,White,Female,0,0,40,United States,<=50K
15123,38,Self employed,93206,Bachelors,13,Married civilian,Managerial,Husband,Asian-Pac-Islander,Male,0,1902,65,United States,>50K
15124,40,Private,206066,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,50,United States,<=50K
15125,48,Self employed,309895,College,10,Divorced,Handlers,Child,White,Female,0,0,40,United States,<=50K
15126,38,Local government,216129,College,10,Married spouse absent,Managerial,Single,Black,Female,0,0,35,United States,<=50K
15127,26,State government,287420,Bachelors,13,Single,Professional,Not in family,White,Female,0,0,60,United States,<=50K
15128,24,Private,163595,High school graduate,9,Single,Machine inspectors,Child,White,Male,0,0,40,United States,<=50K
15129,35,Private,170092,High school graduate,9,Married spouse absent,Service,Single,Black,Female,0,0,20,United States,<=50K
15130,37,Private,287031,College,10,Married civilian,Craft and repair,Husband,White,Male,5178,0,75,United States,>50K
15131,42,Private,59474,High school graduate,9,Divorced,Machine inspectors,Not in family,White,Male,0,0,40,United States,<=50K
15132,37,Private,99151,High school graduate,9,Married civilian,Administrative,Wife,White,Female,0,0,40,United States,>50K
15133,37,Private,206888,High school graduate,9,Single,Managerial,Not in family,White,Female,0,0,50,United States,<=50K
15135,22,Private,173736,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
15136,24,Private,182163,11th,7,Single,Administrative,Not in family,White,Female,0,0,40,Germany,<=50K
15137,45,Local government,311080,College,10,Married civilian,Administrative,Husband,White,Male,0,0,40,United States,>50K
15138,29,Self employed,389857,High school graduate,9,Single,Craft and repair,Not in family,White,Male,0,0,50,United States,>50K
15139,23,Private,297152,College,10,Single,Administrative,Child,Black,Female,0,0,25,United States,<=50K
15140,24,Federal government,130534,Bachelors,13,Single,Managerial,Not in family,White,Male,0,0,40,United States,<=50K
15141,25,Private,137301,Associate academic,12,Single,Professional,Child,White,Female,0,0,40,United States,<=50K
15142,58,Private,316235,High school graduate,9,Divorced,Sales,Relative,White,Female,0,0,32,United States,<=50K
